Employee_ID,Job_Title,Performance_Score,Work_Hours_Per_Week,Projects_Handled,Employee_Satisfaction_Score,Team_Size,Training_Hours,Promotions,Resigned,technical_skills,skill_proficiency,preferred_role,collaboration_score,personality_type,communication_style,work_habits,teamwork_style,leadership_score,project_interests,availability,Department,Gender,Age,Hire_Date,Years_At_Company,Education_Level,Monthly_Salary,Overtime_Hours,Sick_Days,Remote_Work_Frequency,past_projects,time_zone
500,Analyst,5,46,48,3.38,19,97,0,False,"React, TypeScript",8,Database Admin,3,ENFP,Discord,Agile,6,5,Data Science,19,Marketing,Male,27,2020-09-25 08:03:05.556036,3,Bachelor,6000.0,15,5,0,"IoT, Robotics",GMT+-8
501,Specialist,5,31,13,2.24,18,90,0,False,"SQL, PostgreSQL",4,Data Analyst,9,INTJ,Email,Office,8,2,"Design, HCI",27,IT,Female,31,2023-06-12 08:03:05.556036,1,High School,6750.0,9,8,75,Cloud Security,GMT+-4
502,Technician,2,51,8,4.27,16,98,0,False,"Rust, Blockchain",4,Web Dev,2,ENTJ,Slack,Hybrid,3,6,Cloud Computing,48,Customer Support,Male,57,2018-10-20 08:03:05.556036,5,High School,4200.0,18,8,0,AI Startups,GMT+7
503,Consultant,2,47,16,1.89,15,19,0,False,"Swift, iOS Dev",7,Database Admin,5,ENTP,Slack,Remote,9,6,E-commerce,16,Finance,Male,40,2022-04-22 08:03:05.556036,2,High School,6600.0,22,10,100,AI Research,GMT+12
504,Specialist,4,45,35,3.73,11,36,0,False,"Python, R",5,Database Admin,5,ENTP,Zoom,Hybrid,8,6,"AI, Bioinformatics",33,Operations,Female,36,2017-10-31 08:03:05.556036,6,High School,6300.0,28,10,25,FinTech Apps,GMT+6
505,Analyst,1,52,24,1.15,11,39,2,False,"Python, NLP",10,Mobile Dev,10,INFJ,Teams,Agile,7,10,"FinTech, AI",45,Finance,Female,58,2014-09-13 08:03:05.556036,9,High School,4400.0,0,3,0,Healthcare AI,GMT+7
506,Technician,5,51,27,3.83,3,87,0,False,"C++, Robotics",3,Data Scientist,4,INFJ,Discord,Hybrid,7,5,Cloud Computing,48,HR,Other,56,2016-05-01 08:03:05.556036,8,Bachelor,5250.0,2,9,75,Web Apps,GMT+-12
507,Manager,5,39,5,2.44,17,45,2,False,"Golang, DevOps",9,Full Stack Dev,5,ESTP,Zoom,Remote,2,8,"NLP, AI Ethics",26,Customer Support,Other,36,2019-11-14 08:03:05.556036,4,Master,9000.0,22,5,25,Healthcare AI,GMT+5
508,Manager,1,35,41,4.41,12,51,0,False,"Golang, DevOps",10,Full Stack Dev,4,INTJ,Teams,Agile,10,6,"AI, Hardware",18,Engineering,Male,49,2015-06-27 08:03:05.556036,9,Master,6600.0,20,13,50,Finance Apps,GMT+1
509,Consultant,1,32,33,3.8,17,57,0,False,"React, TypeScript",10,Mobile Dev,8,ENFP,Zoom,Agile,8,2,"NLP, AI Ethics",32,Operations,Male,35,2018-08-13 08:03:05.556036,6,Bachelor,6050.0,5,9,100,CMS Systems,GMT+0
510,Specialist,1,57,0,4.06,4,7,1,False,"Python, ML",3,Mobile Dev,4,ISFJ,Teams,Agile,1,5,"NLP, AI Ethics",20,Legal,Male,57,2017-11-18 08:03:05.556036,6,Bachelor,4950.0,0,3,75,"IoT, Robotics",GMT+-5
511,Consultant,5,38,37,3.04,14,15,2,False,"Python, R",9,Web Dev,1,ENTJ,Slack,Remote,2,5,"AI, Ethics",15,HR,Female,50,2016-04-23 08:03:05.556036,8,High School,8250.0,2,0,0,NLP Research,GMT+-8
512,Specialist,2,60,6,3.36,10,74,0,False,"SQL, PostgreSQL",4,ML Engineer,7,ENFJ,Zoom,Agile,3,1,"FinTech, UX",11,IT,Female,46,2015-10-18 08:03:05.556036,8,Bachelor,5400.0,18,11,25,CMS Systems,GMT+-7
513,Engineer,2,42,29,1.15,11,72,0,False,"Python, NLP",10,Game Developer,6,ESTP,Email,Agile,5,10,E-commerce,20,Legal,Male,35,2019-09-05 08:03:05.556036,5,Master,7200.0,14,5,0,CMS Systems,GMT+3
514,Consultant,2,46,48,2.43,10,51,2,False,"C++, Robotics",8,Database Admin,10,ENTJ,Slack,Office,9,7,"AI, Ethics",48,Finance,Male,36,2018-04-22 08:03:05.556036,6,High School,6600.0,3,13,0,FinTech Apps,GMT+-11
515,Consultant,3,44,25,2.31,11,30,1,False,"PHP, Laravel",9,ML Engineer,4,ENFP,Zoom,Agile,10,9,"Web Dev, SaaS",42,IT,Male,50,2015-11-30 08:03:05.556036,8,High School,7150.0,5,2,75,SaaS,GMT+11
516,Consultant,5,48,17,1.4,10,44,2,False,"C#, Unity",5,Embedded Dev,8,ENFJ,Slack,Office,7,1,"Game Dev, AI",27,Engineering,Female,46,2016-12-12 08:03:05.556036,7,High School,8250.0,11,1,25,Cloud Security,GMT+-2
517,Manager,4,38,41,4.58,9,3,2,False,"UI/UX, Figma",4,Blockchain Dev,3,ENTP,Discord,Remote,7,9,"Game Dev, AI",31,Legal,Male,55,2017-06-21 08:03:05.556036,7,Master,8400.0,25,12,50,NLP Research,GMT+-3
518,Developer,1,32,28,1.99,1,93,0,False,"PHP, Laravel",4,ML Engineer,1,ESTJ,Discord,Hybrid,9,3,"FinTech, AI",41,Engineering,Female,27,2024-04-18 08:03:05.556036,0,Bachelor,5500.0,16,14,100,Healthcare AI,GMT+5
519,Developer,5,34,12,2.17,15,47,2,False,"Swift, iOS Dev",7,ML Engineer,10,ISFJ,Slack,Agile,4,1,"NLP, AI Ethics",42,Finance,Male,39,2023-01-07 08:03:05.556036,1,Bachelor,7500.0,0,10,0,CMS Systems,GMT+-11
520,Developer,1,53,8,2.66,10,56,2,False,"UI/UX, Figma",5,Web Dev,9,INTP,Teams,Hybrid,7,5,Cloud Computing,38,Finance,Female,43,2020-04-03 08:03:05.556036,4,High School,5500.0,16,4,100,AI Startups,GMT+11
521,Consultant,2,54,49,1.0,19,57,2,False,"React, TypeScript",4,Backend Dev,6,ISTJ,Slack,Agile,4,3,"Game Dev, AI",43,Sales,Male,24,2019-02-23 08:03:05.556036,5,High School,6600.0,9,9,75,E-Commerce,GMT+9
522,Analyst,1,53,38,2.61,6,28,1,False,"Rust, Blockchain",5,Data Scientist,3,ENFJ,Teams,Office,4,2,"SaaS, Web3",43,Customer Support,Female,52,2015-09-29 08:03:05.556036,8,High School,4400.0,23,10,25,Web Apps,GMT+7
523,Consultant,5,49,4,4.12,1,81,2,False,"Python, NLP",6,Game Developer,8,ENFJ,Slack,Remote,2,7,Cloud Computing,37,Engineering,Female,49,2016-04-10 08:03:05.556036,8,High School,8250.0,4,3,75,NLP Research,GMT+-5
524,Specialist,4,30,11,4.02,2,12,2,False,"Python, ML",10,ML Engineer,10,ESTJ,Email,Office,2,4,"Design, HCI",22,Legal,Female,27,2018-03-20 08:03:05.556036,6,Bachelor,6300.0,26,10,50,Marketplace,GMT+6
525,Consultant,5,56,28,2.1,18,48,1,False,"JavaScript, Node.js",4,Web Dev,3,ISFJ,Email,Agile,2,2,Cloud Computing,33,Marketing,Male,59,2022-04-25 08:03:05.556036,2,Bachelor,8250.0,14,12,75,Finance Apps,GMT+-11
526,Technician,1,36,19,1.74,9,67,1,False,"SQL, PostgreSQL",10,Frontend Dev,1,ISTJ,Discord,Agile,7,7,"Web Dev, SaaS",38,Operations,Male,31,2020-03-11 08:03:05.556036,4,High School,3850.0,18,9,100,NLP Research,GMT+5
527,Manager,4,52,30,1.24,11,51,2,False,"Python, TensorFlow",7,Designer,3,ESTP,Email,Agile,7,5,"Design, HCI",14,Operations,Male,52,2020-07-20 08:03:05.556036,4,Bachelor,8400.0,20,6,25,SaaS,GMT+0
528,Engineer,1,30,3,2.82,4,6,0,False,"Swift, iOS Dev",5,ML Engineer,10,ISFJ,Zoom,Remote,10,3,HealthTech,43,HR,Female,28,2021-05-04 08:03:05.556036,3,Bachelor,6600.0,11,9,75,E-Commerce,GMT+7
529,Developer,3,35,36,3.43,18,68,0,False,"Rust, Blockchain",3,Blockchain Dev,5,ISTJ,Teams,Hybrid,2,9,"AI, Bioinformatics",39,HR,Male,32,2020-09-02 08:03:05.556036,4,Bachelor,6500.0,0,5,100,Finance Apps,GMT+0
530,Developer,2,57,12,2.17,16,22,1,False,"PHP, Laravel",2,ML Engineer,6,INFJ,Teams,Office,10,3,"SaaS, Web3",18,HR,Male,27,2021-11-25 08:03:05.556036,2,Bachelor,6000.0,4,8,0,AI Startups,GMT+-1
531,Engineer,2,48,23,4.28,14,88,1,True,"UI/UX, Figma",2,Embedded Dev,8,ESTP,Teams,Office,5,7,"Game Dev, AI",28,Marketing,Male,37,2018-02-28 08:03:05.556036,6,Master,7200.0,20,14,75,Finance Apps,GMT+-7
532,Engineer,3,44,7,4.82,15,87,0,False,"C++, Robotics",8,Web Dev,4,ISTP,Teams,Office,5,9,HealthTech,35,Customer Support,Female,30,2018-12-05 08:03:05.556036,5,Bachelor,7800.0,3,3,75,Cloud Security,GMT+6
533,Manager,2,38,45,4.21,9,39,1,False,"Python, TensorFlow",4,Data Scientist,1,ISFJ,Discord,Office,3,6,"FinTech, AI",22,Legal,Male,34,2019-07-20 08:03:05.556036,5,Master,7200.0,21,9,100,"IoT, Robotics",GMT+-7
534,Developer,4,52,12,2.21,5,97,1,False,"Java, Spring",10,Backend Dev,7,INFJ,Discord,Agile,2,1,"AI, Bioinformatics",36,Customer Support,Female,45,2016-06-02 08:03:05.556036,8,High School,7000.0,25,11,25,Healthcare AI,GMT+-5
535,Consultant,2,48,46,3.96,9,47,0,False,"React, TypeScript",5,Data Analyst,8,ISTJ,Email,Hybrid,10,3,"AI, Ethics",35,HR,Male,29,2020-09-14 08:03:05.556036,3,High School,6600.0,21,0,75,FinTech Apps,GMT+-11
536,Specialist,1,52,14,4.16,4,26,0,True,"Python, ML",3,Backend Dev,5,ENFP,Discord,Hybrid,6,3,"Crypto, Security",17,Finance,Female,45,2022-03-09 08:03:05.556036,2,Bachelor,4950.0,10,12,50,CMS Systems,GMT+-9
537,Technician,2,45,37,4.06,3,89,1,False,"Java, Spring",9,ML Engineer,4,ESTJ,Discord,Hybrid,2,6,HealthTech,16,Marketing,Female,46,2018-03-08 08:03:05.556036,6,Bachelor,4200.0,29,5,75,Web Apps,GMT+-9
538,Manager,3,49,17,4.16,5,57,2,True,"Python, TensorFlow",3,Designer,9,ISTJ,Email,Hybrid,1,7,"AI, Ethics",20,IT,Male,35,2022-04-07 08:03:05.556036,2,Bachelor,7800.0,25,6,0,AI Research,GMT+-6
539,Technician,5,59,4,2.4,4,29,0,False,"Java, Spring",4,Mobile Dev,10,INFJ,Discord,Remote,2,2,"AI, Bioinformatics",50,HR,Female,46,2021-03-13 08:03:05.556036,3,High School,5250.0,13,7,100,Finance Apps,GMT+-4
540,Technician,4,30,12,1.58,9,89,2,False,"Java, Spring",5,ML Engineer,5,INFJ,Slack,Office,9,6,"FinTech, UX",12,Sales,Female,55,2018-05-03 08:03:05.556036,6,High School,4900.0,29,1,25,Indie Games,GMT+5
541,Engineer,2,36,6,3.18,2,2,0,False,"JavaScript, Node.js",5,Blockchain Dev,4,ISFJ,Teams,Hybrid,2,10,Data Science,26,Legal,Female,52,2022-09-28 08:03:05.556036,1,Bachelor,7200.0,20,4,75,AI Research,GMT+-2
542,Specialist,3,43,31,4.8,3,26,1,False,"C++, Robotics",9,Game Developer,1,ISTP,Slack,Agile,2,3,"Crypto, Security",11,Marketing,Female,35,2022-12-15 08:03:05.556036,1,Bachelor,5850.0,10,10,100,Cloud Security,GMT+3
543,Specialist,1,40,32,4.0,16,42,2,False,"Python, NLP",3,Web Dev,4,INFJ,Zoom,Remote,1,8,"FinTech, AI",20,Marketing,Other,38,2019-04-05 08:03:05.556036,5,PhD,4950.0,26,12,75,SaaS,GMT+-11
544,Developer,2,40,8,4.52,4,3,0,True,"Rust, Blockchain",4,Blockchain Dev,10,ENTJ,Discord,Hybrid,4,7,"Crypto, Security",44,Legal,Female,35,2024-06-29 08:03:05.556036,0,Bachelor,6000.0,9,8,50,AI Research,GMT+8
545,Developer,1,57,41,2.33,10,45,0,False,"C++, Robotics",1,Full Stack Dev,1,ENFJ,Slack,Agile,1,8,Data Science,10,Sales,Male,39,2015-01-02 08:03:05.556036,9,Bachelor,5500.0,12,7,100,Finance Apps,GMT+9
546,Manager,1,41,25,2.38,11,5,2,False,"React, TypeScript",2,Web Dev,2,ISTP,Teams,Agile,7,10,"AI, Ethics",17,Operations,Female,33,2023-03-26 08:03:05.556036,1,Bachelor,6600.0,11,13,75,AI Research,GMT+-3
547,Specialist,1,49,19,3.44,13,79,1,False,"Java, Spring",4,Web Dev,9,ISFP,Zoom,Hybrid,1,7,E-commerce,13,Sales,Male,52,2015-12-09 08:03:05.556036,8,High School,4950.0,28,9,0,"IoT, Robotics",GMT+-6
548,Analyst,3,52,12,2.95,18,31,0,False,"SQL, PostgreSQL",3,Backend Dev,4,ESTJ,Slack,Hybrid,3,9,"Game Dev, AI",25,Sales,Other,58,2024-09-01 08:03:05.556036,0,Bachelor,5200.0,5,4,25,Marketplace,GMT+-3
549,Specialist,1,59,15,1.41,6,81,1,False,"Swift, iOS Dev",6,Mobile Dev,10,ISTJ,Discord,Agile,2,7,"Design, HCI",14,Finance,Female,48,2019-10-29 08:03:05.556036,4,High School,4950.0,23,12,0,Healthcare AI,GMT+7
550,Engineer,2,31,16,1.85,9,62,2,True,"Python, ML",2,AI Researcher,2,ISTJ,Email,Hybrid,4,6,"AI, Bioinformatics",44,Operations,Male,31,2018-07-03 08:03:05.556036,6,Master,7200.0,11,4,0,Indie Games,GMT+-9
551,Specialist,2,54,13,3.08,18,59,1,False,"Java, Spring",2,ML Engineer,4,ISTJ,Teams,Agile,1,4,"Crypto, Security",35,Engineering,Female,31,2023-09-04 08:03:05.556036,1,Bachelor,5400.0,24,14,50,Cloud Security,GMT+-8
552,Analyst,3,54,16,2.57,17,17,2,False,"Java, Spring",10,ML Engineer,6,ENFP,Zoom,Agile,7,9,"AI, Ethics",35,Customer Support,Female,45,2016-12-20 08:03:05.556036,7,Master,5200.0,22,0,100,SaaS,GMT+2
553,Developer,2,38,39,4.2,16,46,0,False,"Java, Spring",10,Database Admin,8,ISTJ,Zoom,Hybrid,10,3,"FinTech, AI",41,Engineering,Female,24,2018-09-19 08:03:05.556036,5,Bachelor,6000.0,2,4,25,Healthcare AI,GMT+-12
554,Engineer,5,40,1,2.66,19,7,1,False,"SQL, PostgreSQL",6,Data Scientist,3,ISFP,Zoom,Agile,8,5,"NLP, AI Ethics",28,Customer Support,Male,60,2021-09-09 08:03:05.556036,2,Bachelor,9000.0,27,5,100,DeFi,GMT+7
555,Technician,1,52,7,2.34,18,96,2,False,"SQL, PostgreSQL",7,Web Dev,8,ISTJ,Slack,Hybrid,2,7,"Design, HCI",22,Sales,Male,24,2014-09-08 08:03:05.556036,9,Master,3850.0,23,2,50,SaaS,GMT+-4
556,Analyst,5,42,33,2.9,19,19,1,False,"Rust, Blockchain",8,Data Analyst,4,ISFJ,Discord,Remote,3,8,"AI, Hardware",41,Finance,Male,60,2018-04-29 08:03:05.556036,6,High School,6000.0,6,12,0,"IoT, Robotics",GMT+10
557,Specialist,2,40,5,1.68,13,90,1,False,"Swift, iOS Dev",6,Blockchain Dev,5,ENTP,Teams,Agile,5,5,"FinTech, UX",26,Customer Support,Female,51,2024-03-21 08:03:05.556036,0,Bachelor,5400.0,14,9,75,FinTech Apps,GMT+0
558,Specialist,5,40,2,2.48,15,98,0,False,"C#, Unity",9,Blockchain Dev,2,ENTP,Slack,Hybrid,10,2,"AI, Bioinformatics",10,Engineering,Female,48,2019-04-20 08:03:05.556036,5,Master,6750.0,6,8,50,NLP Research,GMT+3
559,Technician,2,36,45,1.12,7,34,2,True,"Python, ML",8,Designer,7,ENTP,Slack,Office,2,7,HealthTech,20,Legal,Female,54,2016-10-08 08:03:05.556036,7,High School,4200.0,1,1,25,AI Startups,GMT+6
560,Developer,1,31,13,2.88,13,40,2,False,"React, TypeScript",8,Web Dev,5,ISFJ,Teams,Office,4,5,"Game Dev, AI",19,Finance,Female,29,2020-08-08 08:03:05.556036,4,Bachelor,5500.0,24,14,100,SaaS,GMT+-5
561,Manager,1,47,12,2.4,18,37,2,False,"Rust, Blockchain",5,ML Engineer,2,INTP,Email,Remote,7,10,"FinTech, UX",20,Customer Support,Female,46,2023-02-02 08:03:05.556036,1,Bachelor,6600.0,23,14,0,Marketplace,GMT+2
562,Specialist,1,40,18,3.92,13,61,2,False,"Python, NLP",6,AI Researcher,3,ISTJ,Email,Hybrid,2,8,"AI, Hardware",14,Marketing,Female,56,2015-07-19 08:03:05.556036,9,Bachelor,4950.0,13,12,100,AI Startups,GMT+11
563,Analyst,1,40,15,3.58,17,12,2,False,"Python, R",10,Designer,8,INTJ,Discord,Agile,1,3,E-commerce,42,Engineering,Male,56,2022-02-23 08:03:05.556036,2,Bachelor,4400.0,0,6,0,Healthcare AI,GMT+-3
564,Technician,3,49,27,2.8,3,20,0,False,"Swift, iOS Dev",8,Backend Dev,7,ESTP,Zoom,Hybrid,1,10,"FinTech, AI",41,Sales,Female,57,2022-08-02 08:03:05.556036,2,High School,4550.0,25,13,0,DeFi,GMT+7
565,Analyst,3,60,36,3.31,15,3,0,False,"Python, TensorFlow",1,Database Admin,1,INFJ,Teams,Office,1,7,"SaaS, Web3",11,Sales,Female,35,2019-01-03 08:03:05.556036,5,Master,5200.0,25,14,25,NLP Research,GMT+8
566,Technician,5,41,26,1.4,17,60,0,False,"SQL, PostgreSQL",3,Embedded Dev,7,ENTP,Email,Remote,8,6,"Game Dev, AI",30,Operations,Male,33,2017-06-18 08:03:05.556036,7,Bachelor,5250.0,11,2,75,SaaS,GMT+-11
567,Technician,5,50,5,4.14,18,75,1,False,"JavaScript, Node.js",6,Full Stack Dev,10,ENTP,Slack,Office,9,6,"Design, HCI",43,Customer Support,Female,26,2018-07-06 08:03:05.556036,6,High School,5250.0,12,10,100,E-Commerce,GMT+-10
568,Engineer,4,60,35,1.56,11,52,0,True,"JavaScript, Node.js",6,Game Developer,9,ESTJ,Discord,Hybrid,9,2,Data Science,40,Operations,Female,28,2017-12-23 08:03:05.556036,6,Bachelor,8400.0,1,7,0,Finance Apps,GMT+-9
569,Specialist,5,32,2,1.66,9,2,1,False,"Golang, DevOps",7,Mobile Dev,2,INTJ,Zoom,Office,1,8,"AI, Bioinformatics",29,Marketing,Female,55,2015-01-03 08:03:05.556036,9,Master,6750.0,3,9,75,AI Research,GMT+-11
570,Developer,4,46,14,4.04,18,87,2,False,"C++, Robotics",3,Backend Dev,6,INFJ,Zoom,Hybrid,1,4,"SaaS, Web3",14,Legal,Male,46,2014-10-15 08:03:05.556036,9,Bachelor,7000.0,29,14,50,Web Apps,GMT+5
571,Developer,4,39,35,2.47,11,5,1,True,"C#, Unity",7,Designer,7,ENFP,Slack,Hybrid,9,7,"AI, Hardware",47,HR,Male,35,2019-02-20 08:03:05.556036,5,High School,7000.0,18,3,100,NLP Research,GMT+5
572,Manager,1,57,40,2.1,19,23,0,False,"Java, Spring",8,ML Engineer,7,ENFJ,Discord,Office,4,4,"Web Dev, SaaS",38,Operations,Female,32,2021-03-24 08:03:05.556036,3,Bachelor,6600.0,24,13,75,CMS Systems,GMT+-11
573,Analyst,2,34,12,2.21,15,56,0,False,"Rust, Blockchain",7,Blockchain Dev,1,ENTJ,Slack,Hybrid,4,7,Data Science,22,HR,Female,26,2018-12-15 08:03:05.556036,5,Bachelor,4800.0,6,14,50,AI Startups,GMT+10
574,Analyst,4,40,0,3.97,13,92,1,False,"C#, Unity",8,ML Engineer,5,ENTJ,Email,Agile,1,6,Data Science,21,Finance,Female,35,2021-10-08 08:03:05.556036,2,Bachelor,5600.0,20,5,100,"IoT, Robotics",GMT+1
575,Manager,5,53,35,2.13,4,31,2,False,"JavaScript, Node.js",9,Database Admin,1,ENFJ,Email,Office,4,5,"Game Dev, AI",17,Engineering,Female,41,2020-07-30 08:03:05.556036,4,Bachelor,9000.0,19,14,75,CMS Systems,GMT+4
576,Analyst,5,43,12,4.86,7,5,1,False,"React, TypeScript",9,Designer,5,INFJ,Discord,Hybrid,4,1,E-commerce,25,Marketing,Male,50,2021-11-12 08:03:05.556036,2,High School,6000.0,7,6,75,Cloud Security,GMT+-3
577,Technician,4,30,39,1.12,17,47,0,False,"JavaScript, Node.js",1,AI Researcher,8,INTP,Email,Office,1,6,"AI, Hardware",39,Marketing,Male,25,2015-08-22 08:03:05.556036,9,High School,4900.0,6,14,100,SaaS,GMT+9
578,Specialist,3,33,34,1.22,8,0,1,True,"Java, Spring",5,Database Admin,4,ESTJ,Slack,Office,10,1,"Crypto, Security",15,IT,Male,40,2021-11-12 08:03:05.556036,2,High School,5850.0,20,11,100,AI Startups,GMT+11
579,Developer,1,41,11,4.54,11,84,1,False,"Python, R",5,Frontend Dev,8,ISFJ,Discord,Office,2,4,"Crypto, Security",28,Customer Support,Female,37,2022-06-02 08:03:05.556036,2,Bachelor,5500.0,23,4,25,CMS Systems,GMT+-5
580,Specialist,2,40,1,2.7,9,77,2,False,"UI/UX, Figma",5,Blockchain Dev,7,ENTP,Zoom,Remote,8,1,"AI, Bioinformatics",38,IT,Female,52,2019-11-30 08:03:05.556036,4,Bachelor,5400.0,8,12,75,Marketplace,GMT+7
581,Analyst,3,47,20,2.4,5,35,1,False,"UI/UX, Figma",8,Embedded Dev,3,INTJ,Email,Agile,4,1,"NLP, AI Ethics",34,Engineering,Male,54,2018-12-13 08:03:05.556036,5,Bachelor,5200.0,19,14,25,"IoT, Robotics",GMT+4
582,Specialist,2,32,8,2.38,7,86,2,False,"Python, ML",10,Designer,2,INFJ,Email,Remote,7,6,E-commerce,45,Finance,Male,54,2017-05-13 08:03:05.556036,7,Bachelor,5400.0,27,14,75,Finance Apps,GMT+-5
583,Manager,5,57,23,1.1,14,13,1,False,"Python, TensorFlow",6,Full Stack Dev,4,ENTJ,Slack,Agile,4,1,"Game Dev, AI",36,HR,Male,34,2015-08-18 08:03:05.556036,9,Bachelor,9000.0,25,8,75,Indie Games,GMT+-8
584,Developer,1,45,19,1.81,13,32,0,False,"Rust, Blockchain",10,Web Dev,6,ESTP,Teams,Office,2,3,"Crypto, Security",12,Legal,Male,39,2021-09-06 08:03:05.556036,2,High School,5500.0,17,9,100,Indie Games,GMT+-7
585,Specialist,3,40,47,2.92,15,71,1,False,"Python, NLP",8,Web Dev,7,ENFP,Teams,Office,10,5,Data Science,20,Sales,Female,59,2018-03-10 08:03:05.556036,6,Bachelor,5850.0,4,4,100,FinTech Apps,GMT+7
586,Engineer,4,60,8,3.62,4,37,1,False,"React, TypeScript",7,Frontend Dev,2,INTJ,Zoom,Hybrid,2,2,"FinTech, UX",47,Engineering,Female,53,2023-07-24 08:03:05.556036,1,Bachelor,8400.0,9,7,50,SaaS,GMT+9
587,Developer,2,44,46,1.82,5,14,0,False,"React, TypeScript",8,Blockchain Dev,4,ENFJ,Discord,Hybrid,10,10,"Web Dev, SaaS",20,IT,Male,49,2023-12-28 08:03:05.556036,0,High School,6000.0,13,3,0,"IoT, Robotics",GMT+5
588,Analyst,1,59,10,2.16,11,20,0,False,"C#, Unity",9,Data Scientist,7,INTJ,Zoom,Office,6,8,"Design, HCI",36,Marketing,Male,59,2015-07-07 08:03:05.556036,9,High School,4400.0,6,3,0,E-Commerce,GMT+-9
589,Consultant,1,45,2,1.4,14,15,0,False,"PHP, Laravel",3,ML Engineer,6,ENFP,Teams,Agile,5,8,"Web Dev, SaaS",23,Engineering,Female,36,2015-06-01 08:03:05.556036,9,High School,6050.0,9,12,50,DeFi,GMT+-12
590,Analyst,5,45,49,1.34,18,62,0,False,"UI/UX, Figma",2,Frontend Dev,7,ISTJ,Zoom,Remote,2,4,"Game Dev, AI",45,Marketing,Male,43,2021-06-15 08:03:05.556036,3,High School,6000.0,11,11,50,Marketplace,GMT+8
591,Consultant,1,51,28,4.35,8,90,1,False,"Rust, Blockchain",6,Frontend Dev,4,ISFJ,Zoom,Agile,9,7,"AI, Hardware",34,Engineering,Male,27,2022-06-22 08:03:05.556036,2,High School,6050.0,7,3,50,FinTech Apps,GMT+-10
592,Consultant,5,34,22,1.03,2,15,2,False,"Swift, iOS Dev",5,Mobile Dev,3,ISFJ,Zoom,Agile,3,6,"AI, Ethics",40,Finance,Male,54,2024-01-31 08:03:05.556036,0,Bachelor,8250.0,12,8,75,SaaS,GMT+6
593,Developer,3,45,36,1.09,7,39,2,False,"JavaScript, Node.js",8,Data Analyst,2,INFJ,Email,Hybrid,8,4,Data Science,16,Marketing,Female,29,2020-07-13 08:03:05.556036,4,Bachelor,6500.0,11,4,75,CMS Systems,GMT+-6
594,Analyst,4,33,16,1.99,11,25,2,False,"Swift, iOS Dev",10,Designer,6,ENTJ,Teams,Remote,4,3,"AI, Ethics",42,HR,Male,33,2018-05-12 08:03:05.556036,6,Bachelor,5600.0,28,1,50,FinTech Apps,GMT+-6
595,Developer,1,39,44,1.51,9,8,0,True,"C++, Robotics",2,ML Engineer,4,INTJ,Slack,Hybrid,3,9,Cloud Computing,39,HR,Male,35,2018-07-29 08:03:05.556036,6,Bachelor,5500.0,24,0,0,Healthcare AI,GMT+1
596,Manager,4,47,35,4.83,18,28,0,False,"Python, NLP",4,DevOps Engineer,4,ESTJ,Discord,Agile,2,7,"Crypto, Security",14,Finance,Female,43,2017-06-28 08:03:05.556036,7,Bachelor,8400.0,4,13,100,E-Commerce,GMT+-8
597,Technician,3,40,17,4.75,18,18,2,False,"Swift, iOS Dev",2,Designer,6,ENTP,Zoom,Agile,2,7,"SaaS, Web3",41,Sales,Male,40,2017-09-15 08:03:05.556036,6,Bachelor,4550.0,18,7,75,SaaS,GMT+5
598,Technician,5,35,11,1.78,6,56,2,False,"Swift, iOS Dev",5,Full Stack Dev,2,ENFJ,Slack,Remote,4,8,"AI, Bioinformatics",37,Operations,Female,27,2020-11-20 08:03:05.556036,3,Bachelor,5250.0,16,1,75,SaaS,GMT+9
599,Developer,3,40,48,2.76,2,64,1,False,"UI/UX, Figma",4,Designer,5,ISFP,Teams,Remote,3,1,Data Science,11,IT,Female,39,2021-08-27 08:03:05.556036,3,High School,6500.0,20,9,50,DeFi,GMT+-8
600,Technician,5,52,4,4.46,8,38,2,True,"JavaScript, Node.js",10,Data Scientist,3,ISFP,Slack,Agile,3,1,"Game Dev, AI",37,Operations,Male,34,2020-04-17 08:03:05.556036,4,High School,5250.0,25,10,75,AI Startups,GMT+2
601,Developer,3,59,42,1.28,1,69,2,False,"C++, Robotics",7,Embedded Dev,7,ENFP,Slack,Agile,10,4,E-commerce,23,HR,Other,27,2020-07-24 08:03:05.556036,4,Master,6500.0,7,10,75,AI Research,GMT+-11
602,Developer,5,30,16,4.72,3,95,2,False,"Python, NLP",8,Backend Dev,2,ENFJ,Email,Remote,7,1,"AI, Hardware",31,IT,Male,27,2023-12-30 08:03:05.556036,0,Master,7500.0,5,1,0,AI Startups,GMT+2
603,Analyst,1,41,49,3.96,15,8,2,False,"React, TypeScript",10,Data Analyst,7,ESTJ,Teams,Agile,7,6,"FinTech, AI",18,Customer Support,Female,46,2015-03-24 08:03:05.556036,9,Master,4400.0,24,5,25,CMS Systems,GMT+-8
604,Consultant,2,42,19,4.25,13,19,1,False,"C++, Robotics",6,Backend Dev,3,ENTP,Slack,Agile,8,2,"Web Dev, SaaS",25,Sales,Male,28,2016-09-18 08:03:05.556036,7,Bachelor,6600.0,11,2,25,Finance Apps,GMT+7
605,Engineer,5,34,9,1.7,17,41,2,False,"Python, R",8,Designer,4,ESTP,Discord,Remote,4,9,"AI, Hardware",45,Marketing,Male,41,2023-11-21 08:03:05.556036,0,High School,9000.0,20,6,100,AI Startups,GMT+1
